"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
nb_raweprime_resolve,nback_task,,radio,"Resolve missing raw E-Prime files","0, Unresolved | 1, Resolved",,,,,,"(sum([nb_raweprime_check(0)], [nb_raweprime_check(1)], [nb_raweprime_check(2)], [nb_raweprime_check(3)], [nb_raweprime_check(4)], [nb_raweprime_check(5)]) < 6 OR [nb_raweprime_notes]<>'') AND [nb_saved_cloud]='1'",y,,,,,"nback files resolved"
nb_raw_check,nback_task,,radio,"2) Check Participant Responses in E-Prime
Did participant respond in a way consistent with task?
-a few errors are ok, but shows responding to items marked 'target'
-did not respond to the majority of items marked 'fill'
-only used space bar to respond (marked as '{SPACE}')
","0, Incomplete (responses have not been checked yet) | 1, Consistent Responses | 2, Inconsistent or Errors",,,,,,"sum([nb_raweprime_check(0)], [nb_raweprime_check(1)], [nb_raweprime_check(2)], [nb_raweprime_check(3)], [nb_raweprime_check(4)], [nb_raweprime_check(5)]) = 6 OR [nb_raweprime_resolve]='1'",y,,,,,"nback task participant responses checked"
nb_raw_issues,nback_task,,notes,"Detail Issues with N-Back Raw Data and email lead RA or grad student ",,,,,,,"[nb_raw_check] = '2' OR [nb_raw_issues]<>''",y,,,,,
nb_raw_issue_resolved,nback_task,,radio,"Issues with N-Back Raw Data:

(to be determined by lead RA/grad student)","0, Unresolved | 1, Resolved",,,,,,"[nb_raw_check] = '2' OR [nb_raw_issues]<>''",y,,,,,
nb_export_txt,nback_task,,yesno,"3) E-Prime Files Exported to .txt files.

File Naming: NBack_block_Raw_parID-session.txt
Example: NBack_0_Raw_001-1.txt
**participant ID must have leading zeros so that there are always 3 numbers

Save to: .../Participant_Data/untouchedRaw/NBack_Raw/",,,,,,,"[nb_raw_check]='1' OR [nb_raw_issue_resolved]='1'",y,,,,,
nb_org_script,nback_task,,radio,"4) Run Nback_DataOrg.py to organize raw data into BIDS format

In terminal: 
cd .../Participant_Data/orgRaw_scripts/
python3 Nback_DataOrg.py","0, Incomplete | 1, Complete | 2, Error | 3, File not yet on ROAR",,,,,,"([nb_raweprime_resolve]='1' OR (sum([nb_raweprime_check(0)], [nb_raweprime_check(1)], [nb_raweprime_check(2)], [nb_raweprime_check(3)], [nb_raweprime_check(4)], [nb_raweprime_check(5)]) = 6)) AND [nb_export_txt] = '1'",y,,,,,
nb_org_error,nback_task,,notes,"Nback_DataOrg.py Error:

Email lead RA/grad student with exact error message",,,,,,,"[nb_org_script]='2' OR [nb_org_error]<>''",y,,,,,
nb_org_resolved,nback_task,,radio,"Nback_DataOrg.py Error (to be determined by lead RA/grad student):
","0, Unresolved | 1, Resolved",,,,,,"([nb_org_script]='2' OR [nb_org_error]<>'') AND [nb_export_txt] = '1'",y,,,,,
nb_rawbids_check,nback_task,,checkbox,"Confirm these files have been added to the BIDS directory under: BIDSdat/raw_data/sub-XXX/ses-X/beh/","0, sub-XXX_ses-X_task-nback0_events.tsv | 1, sub-XXX_ses-X_task-nback1_events.tsv | 2, sub-XXX_ses-X_task-nback2_events.tsv",,,,,,"[nb_org_script]='1' OR [nb_org_resolved]='1'",,,,,,
nb_rawbids_miss,nback_task,,descriptive,"Raw BIDS formatted files that are [were] missing:
[nb_rawbids_check:unchecked]",,,,,,,"sum([nb_rawbids_check(0)], [nb_rawbids_check(1)], [nb_rawbids_check(2)]) < 3 AND [nb_org_script]='1'",,,,,,
nb_rawbids_notes,nback_task,,notes,"Missing files notes:

Email lead RA/grad student regarding missing files",,,,,,,"(sum([nb_rawbids_check(0)], [nb_rawbids_check(1)], [nb_rawbids_check(2)]) < 3 AND ([nb_org_script]='1' OR [nb_org_resolved]='1')) OR (([nb_org_script]='1' OR [nb_org_resolved]='1') AND [nb_rawbids_notes]<>'')",y,,,,,
nb_rawbids_resolve,nback_task,,radio,"Resolve missing raw BIDS files (to be determined by lead RA/grad student):","0, Unresolved | 1, Resolved",,,,,,"(sum([nb_rawbids_check(0)], [nb_rawbids_check(1)], [nb_rawbids_check(2)]) < 3 OR [nb_rawbids_notes]<>'') AND ([nb_org_script]='1' OR [nb_org_resolved]='1')",y,,,,,
nb_sum_script,nback_task,,radio,"5) Run Nback_WF.py to add summary data to N-Back database

In terminal: 
cd .../Participant_Data/BIDSdat/code/
python3 Nback_WF.py -s # -p #

Example - to process session 1 data for participant 001: python3 Nback_WF.py -s 1 -p 1","0, Incomplete | 1, Complete (e.g., ""[Node] Finished"") | 2, Error (e.g., ""RuntimeError: Workflow did not execute cleanly. Check log for details"")",,,,,,"sum([nb_rawbids_check(0)], [nb_rawbids_check(1)], [nb_rawbids_check(2)]) = 3 OR [nb_rawbids_resolve]='1'",y,,,,,
nb_sum_error,nback_task,,notes,"Nback_WF.py Error:

Email lead RA/grad student with exact error message",,,,,,,"[nb_sum_script]='2' or [nb_sum_error]<>''",y,,,,,
nb_sum_resolved,nback_task,,radio,"Nback_WF.py Error (to be determined by lead RA/grad student):
","0, Unresolved | 1, Resolved",,,,,,"[nb_sum_script]='2' OR [nb_sum_error]<>''",y,,,,,
nb_sum_ckeck,nback_task,,radio,"6) Confirm summary data has been added to the N-Back database.
N-Back Database: .../Participant_Data/BIDSdat/derivatives/preprocessed/beh/summary_task-nback_long.tsv","0, Incomplete | 1, Complete",,,,,,"[nb_sum_script]='1' or [nb_sum_resolved]='1'",y,,,,,
nb_missing_confirm,nback_task,,checkbox,"N-Back blocks missing from N-Back Database: .../Participant_Data/BIDSdat/derivatives/preprocessed/beh/summary_task-nback_long.tsv:","0, 0-back | 1, 1-back | 2, 2-back",,,,,,"([nb_sum_ckeck]='1' OR [nb_sum_resolved]='1') AND sum([nb_rawbids_check(0)], [nb_rawbids_check(1)], [nb_rawbids_check(2)]) < 3",,,,,,
nb_complete_confirm,nback_task,,checkbox,"N-Back blocks that are incomplete in N-Back Database: 

1. Open N-Back Database: .../Participant_Data/BIDSdat/derivatives/preprocessed/beh/summary_task-nback_long.tsv
2. Mark blocks where number of trials < 60 -- check value of column 'n_trial'","0, 0-back | 1, 1-back | 2, 2-back",,,,,,"[nb_sum_ckeck] = '1' OR [nb_sum_resolved]='1'",,,,,,
nb_hit_check,nback_task,,checkbox,"Check blocks that have low hit percent (< 50%) :

1. Open N-Back Database: .../Participant_Data/BIDSdat/derivatives/preprocessed/beh/summary_task-nback_long.tsv
2. Mark blocks where hit percent is < 50% -- check value of column 'p_target_hit'","0, 0-back | 1, 1-back | 2, 2-back",,,,,,"[nb_sum_ckeck] = '1' OR [nb_sum_resolved]='1'",,,,,,
space_complete,space_game,,radio,"Space Game Complete?","1, Yes | 0, No",,,,,,,,,,,,
space_visit,space_game,,radio,"Visit Space Game was Completed at:","0, Visit 4 | 1, Visit 7 | 2, Other",,,,,,"[space_complete] = '1'",y,,,,,
space_dif_visit,space_game,,text,"Space Game Visit Number",,,,,,,"[space_visit]='2' AND [space_complete] = '1'",,,,,,
space_dif_date,space_game,,text,"Space Game Visit Date",,,date_mdy,,,,"[space_visit]='2' AND [space_complete] = '1'",y,,,,,
space_visit_age,space_game,,calc,"Space Game Visit Age","if([space_visit]='0', [baseline_arm_1][v4_age], if([space_visit]='1', [baseline_arm_1][v7_age], round(datediff([space_dif_date], [ch_dob], ""y""),2)))",,,,,,"[space_complete] = '1'",,,,,,
space_diff_covid_protocol,space_game,,radio,"Space Game was completed using protocols from:","0, Before COVID-19 | 1, After COVID-19",,,,,,"[space_complete] = '1'",y,,,,,
space_saved_cloud,space_game,,radio,"1) Raw .mat File Saved to OneDrive

Save to: Save to: .../Participant_Data/untouchedRaw/SpaceGame_Raw/","0, Incomplete | 1, Complete",,,,,,"[space_complete] = '1'",y,,,,,
space_rawmat_check,space_game,,checkbox,"Confirm this file has been added to the directory: SpaceGame_Raw","0, mbmfNovelStakes_XXX-X.mat",,,,,,[space_saved_cloud]='1',y,,,,,
space_rawmat_miss,space_game,,descriptive,"Raw .mat file missing:
[space_raweprime_check:unchecked]",,,,,,,"[space_rawmat_check(0)] <> '1' AND [space_saved_cloud]='1'",,,,,,
space_rawmat_notes,space_game,,notes,"Missing file notes:

Email lead RA/grad student regarding missing files",,,,,,,"([space_rawmat_check(0)]<>'1' OR [space_rawmat_notes]<>'') AND [space_saved_cloud]='1'",y,,,,,
space_rawmat_resolve,space_game,,radio,"Resolve missing raw .mat file (to be determined by lead RA/grad student):","0, Unresolved | 1, Resolved",,,,,,"([space_rawmat_check(0)]<>'1' OR [space_rawmat_notes]<>'') AND [space_saved_cloud]='1'",y,,,,,
space_org_script,space_game,,radio,"2) Run SpaceGame_DataOrg.py to organize raw data into BIDS format

In terminal: 
cd .../Participant_Data/orgRaw_scripts/
python3 SpaceGame_DataOrg.py","0, Incomplete | 1, Complete | 2, Error | 3, File not yet on ROAR",,,,,,"[space_rawmat_resolve]='1' OR [space_rawmat_check(0)]='1'",y,,,,,
space_org_error,space_game,,notes,"SpaceGame_DataOrg.py Error:

Email lead RA/grad student with exact error message",,,,,,,"([space_org_script]='2' OR [space_org_error]<>'') AND [space_rawmat_check(0)]='1'",y,,,,,
space_org_resolved,space_game,,radio,"SpaceGame_DataOrg.py Error (to be determined by lead RA/grad student):
","0, Unresolved | 1, Resolved",,,,,,"([space_org_script]='2' OR [space_org_error]<>'') AND [space_rawmat_check(0)]='1'",y,,,,,
space_rawbids_check,space_game,,checkbox,"Confirm this file has been added to the BIDS directory under: BIDSdat/rawdata/sub-XXX/session-X/beh/","0, sub-XXX_ses-X_task-spacegame_events.tsv",,,,,,"[space_org_script]='1' OR [space_org_resolved]='1'",,,,,,
space_rawbids_miss,space_game,,descriptive,"Raw BIDS formatted file is missing:
[space_rawbids_check:unchecked]",,,,,,,"[space_rawbids_check(0)]<>'1' AND [space_org_script]='1'",,,,,,
space_rawbids_notes,space_game,,notes,"Missing file notes:

Email lead RA/grad student regarding missing file",,,,,,,"([space_rawbids_check(0)]<>'1' AND ([space_org_script]='1' OR [space_org_resolved]='1')) OR (([space_org_script]='1' OR [space_org_resolved]='1') AND [space_rawbids_notes]<>'')",y,,,,,
space_rawbids_resolve,space_game,,radio,"Resolve missing raw BIDS file (to be determined by lead RA/grad student):","0, Unresolved | 1, Resolved",,,,,,"([space_rawbids_check(0)]<>'1' OR [space_rawbids_notes]<>'') AND ([space_org_script]='1' OR [space_org_resolved]='1')",y,,,,,
space_rawdata_check,space_game,,radio,"3) Check Participant Responses in the raw .txt produced by the SpaceGame_DataOrg.py script
Did participant respond in a way consistent with task?

Problematic patterns of responses:
-did participant ALWAYS choose just 1 planet?
-did participant ALWAYS respond with the same key press?
-did participant Time Out frequently?
","0, Incomplete (responses have not been checked yet) | 1, Consistent Responses | 2, Inconsistent or Errors",,,,,,"[space_rawbids_resolve]='1' OR [space_rawbids_check(0)]='1'",y,,,,,
space_rawdata_notes,space_game,,notes,"Issues with Participant Responses:

Email lead RA/grad student regarding issues",,,,,,,"[space_rawdata_check] = '2'",y,,,,,
space_rawdata_resolve,space_game,,radio,"Issues with Space Game data (to be determined by lead RA/grad student):","0, Unresolved | 1, Resolved",,,,,,"[space_rawdata_check] = '2'",y,,,,,
space_sum_script,space_game,,radio,"4) Run SpaceGame_WF.py to add summary data to Space Game database

In terminal: 
cd .../Participant_Data/BIDSdat/code/
python3 SpaceGame_WF.py -s # -p #

Example - to process session 1 data for participant 001: python3 SpaceGame_WF.py -s 1 -p 1","0, Incomplete | 1, Complete | 2, Error",,,,,,"[space_rawbids_check(0)]='1' AND ([space_rawdata_check] = '1' OR [space_rawdata_resolve] = '1')",y,,,,,
space_sum_error,space_game,,notes,"SpaceGame_WF.py Error:

Email lead RA/grad student with exact error message",,,,,,,"[space_sum_script]='2' or [space_sum_error]<>''",y,,,,,
space_sum_resolved,space_game,,radio,"SpaceGame_WF.py Error (to be determined by lead RA/grad student):
","0, Unresolved | 1, Resolved",,,,,,"[space_sum_script]='2' OR [space_sum_error]<>''",y,,,,,
space_sum_ckeck,space_game,,radio,"5) Confirm summary data has been added to the Space Game database.
Space Game Database: .../Participant_Data/BIDSdat/derivatives/preprocessed/beh/summary_task-spacegame_long.tsv","0, Incomplete | 1, Complete",,,,,,"[space_sum_script]='1' or [space_sum_resolved]='1'",y,,,,,
space_dmm_script,space_game,,yesno,"Decision Making Model script SpaceGame_Model.m included this participant when it was last run:

*Note: this will be done by a graduate student or post-doc on ROAR
",,,,,,,[space_sum_ckeck]='1',,,,,," @MAXCHECKED=1"
sst_complete,stop_signal_task,,radio,"Stop Signal Task Complete?","1, Yes | 0, No",,,,,,,,,,,,
sst_visit,stop_signal_task,,yesno,"Stop Signal Task Completed on Visit 6",,,,,,,"[sst_complete] = '1'",y,,,,," @MAXCHECKED=1"
sst_dif_visit,stop_signal_task,,text,"Stop Signal Task Visit Number",,,,,,,"[sst_visit]='0' AND [sst_complete] = '1'",,,,,,
sst_dif_date,stop_signal_task,,text,"Stop Signal Task Visit Date",,,date_mdy,,,,"[sst_visit]='0' AND [sst_complete] = '1'",y,,,,,
sst_visit_age,stop_signal_task,,calc,"Stop Signal Task Visit Age","if([sst_visit]='1', [v6_age], round(datediff([sst_dif_date], [ch_dob], ""y""),2))",,,,,,"[sst_complete] = '1'",,,,,,
sst_diff_covid_protocol,stop_signal_task,,radio,"Stop Signal Task was completed using protocols from:","0, Before COVID-19 | 1, After COVID-19",,,,,,"[sst_complete] = '1'",y,,,,,
sst_saved_cloud,stop_signal_task,,radio,"1) Raw .txt Files Saved to OneDrive

Save to: Save to: .../Participant_Data/untouchedRaw/SST_Raw/","0, Incomplete | 1, Complete",,,,,,"[sst_complete] = '1'",y,,,,,
sst_rawtxt_check,stop_signal_task,,checkbox,"Confirm these files have been added to the directory: SST_Raw
","0, stop_prac-XXX-1.txt | 1, stop-XXX-1.txt",,,,,,[sst_saved_cloud]='1',y,,,,,
sst_rawtxt_miss,stop_signal_task,,descriptive,"Raw .txt files that are missing:
[sst_rawtxt_check:unchecked]",,,,,,,"sum([sst_rawtxt_check(0)], [sst_rawtxt_check(1)]) < 2 AND [sst_saved_cloud]='1'",,,,,,
sst_rawtxt_notes,stop_signal_task,,notes,"Missing files notes:

Email lead RA or grad student regarding missing files",,,,,,,"(sum([sst_rawtxt_check(0)], [sst_rawtxt_check(1)]) < 2 OR [sst_rawtxt_notes]<>'') AND [sst_saved_cloud]='1'",y,,,,,
sst_rawtxt_resolve,stop_signal_task,,radio,"Resolve missing raw txt files (to be determined by lead RA/grad student)","0, Unresolved | 1, Resolved",,,,,,"(sum([sst_rawtxt_check(0)], [sst_rawtxt_check(1)]) < 2 OR [sst_rawtxt_notes]<>'') AND [sst_saved_cloud]='1'",y,,,,,
sst_raw_checka,stop_signal_task,,checkbox,"2a) Check Participant Responses in raw .txt files
For each Block (number 1-4 in column 'block') check the 'block_cond'. Mark the blocks that had a duplicate (i.e., repeated condition (only mark the second instance - should never mark Block 1):
","0, Block 1 | 1, Block 2 | 2, Block 3 | 3, Block 4",,,,,,"sum([sst_rawtxt_check(0)], [sst_rawtxt_check(1)]) = 2 OR [sst_rawtxt_resolve]='1'",,,,,,
sst_raw_checkb,stop_signal_task,,radio,"2b) Check Participant Responses in raw .txt files
Did participant respond in a way consistent with task?
-a few errors are ok, but shows responding to items marked 'go'
-did not respond when column 'reqSSD' had stop delay
-go trials are generally correct (value of 4 in the 'correct' column)
","0, Incomplete (responses have not been checked yet) | 1, Consistent Responses | 2, Inconsistent or Errors",,,,,,"sum([sst_rawtxt_check(0)], [sst_rawtxt_check(1)]) = 2 OR [sst_rawtxt_resolve]='1'",y,,,,,
sst_raw_issues,stop_signal_task,,notes,"Detail Issues with Stop Signal Raw Data and email lead RA/grad student",,,,,,,"[sst_raw_checkb] = '2' OR [sst_raw_issues]<>''",y,,,,,
sst_raw_issue_resolved,stop_signal_task,,radio,"Issues with Stop Signal Data (to be determined by lead RA/grad student):","0, Unresolved | 1, Resolved",,,,,,"[sst_raw_checkb] = '2'",y,,,,,
sst_org_script,stop_signal_task,,radio,"3) Run SST_DataOrg.py to organize raw data into BIDS format

In terminal: 
cd .../Participant_Data/orgRaw_scripts/
python3 SST_DataOrg.py","0, Incomplete | 1, Complete | 2, Error | 3, File not yet on ROAR",,,,,,"[sst_rawtxt_check(1)]='1' AND ([sst_raw_checkb]='1' OR [sst_raw_issue_resolved]='1')",y,,,,,
sst_org_error,stop_signal_task,,notes,"SST_DataOrg.py Error:

Email lead RA/grad student with exact error message",,,,,,,"[sst_org_script]='2' OR ([sst_org_error]<>'' AND ([sst_rawtxt_check]='0' AND ([sst_raw_checkb]='1' OR [sst_raw_issue_resolved]='1')))",y,,,,,
sst_org_resolved,stop_signal_task,,radio,"SST_DataOrg.py Error (to be determined by lead RA/grad student):
","0, Unresolved | 1, Resolved",,,,,,"[sst_org_script]='2' OR ([sst_org_error]<>'' AND ([sst_rawtxt_check]='0' AND ([sst_raw_checkb]='1' OR [sst_raw_issue_resolved]='1')))",y,,,,,
sst_rawbids_check,stop_signal_task,,checkbox,"Confirm this file has been added to the BIDS directory under: BIDSdat/raw_data/sub-XXX/ses-X/beh/","0, sub-XXX_ses-1_task-sst_events.tsv",,,,,,"[sst_org_script]='1' OR [sst_org_resolved]='1'",,,,,,
sst_rawbids_miss,stop_signal_task,,descriptive,"Raw BIDS formatted file is missing:
[sst_rawbids_check:unchecked]",,,,,,,"[sst_rawbids_check(0)]<>'1' AND [sst_org_script]='1'",,,,,,
sst_rawbids_notes,stop_signal_task,,notes,"Missing file notes:

Email lead RA/grad student regarding missing file",,,,,,,"([sst_rawbids_check(0)]<>'1' AND ([sst_org_script]='1' OR [sst_org_resolved]='1')) OR (([sst_org_script]='1' OR [sst_org_resolved]='1') AND [sst_rawbids_notes]<>'')",y,,,,,
sst_rawbids_resolve,stop_signal_task,,radio,"Resolve missing raw BIDS file (to be determined by lead RA/grad student):","0, Unresolved | 1, Resolved",,,,,,"([sst_rawbids_check(0)]<>'1' OR [sst_rawbids_notes]<>'') AND ([sst_org_script]='1' OR [sst_org_resolved]='1')",y,,,,,
sst_sum_script,stop_signal_task,,radio,"4) Run SST_WF.py to add summary data to Go No-Go database

In terminal: 
cd .../Participant_Data/BIDSdat/code/
python3 SST_WF.py -p #

Example - to process data for participant 001: python3 SST_WF.py -p 1","0, Incomplete | 1, Complete (e.g., ""[Node] Finished"") | 2, Error (e.g., ""RuntimeError: Workflow did not execute cleanly. Check log for details"")",,,,,,[sst_rawbids_check(0)]='1',y,,,,,
sst_sum_error,stop_signal_task,,notes,"SST_WF.py Error:

Email lead RA/grad student with exact error message",,,,,,,"[sst_sum_script]='2' or [sst_sum_error]<>''",y,,,,,
sst_sum_resolved,stop_signal_task,,radio,"SST_WF.py Error (to be determined by lead RA/grad student):
","0, Unresolved | 1, Resolved",,,,,,"[sst_sum_script]='2' OR [sst_sum_error]<>''",y,,,,,
sst_sum_check,stop_signal_task,,radio,"5) Confirm summary data has been added to the Stop Signal Tasks database.
Stop Signal Task Database: .../Participant_Data/BIDSdat/derivatives/preprocessed/beh/summary_task-sst_long.tsv","0, Incomplete | 1, Complete",,,,,,"[sst_sum_script]='1' or [sst_sum_resolved]='1'",y,,,,,
sst_data_check,stop_signal_task,,checkbox,"Select Stop Signal blocks that had poor performance:

1. Open Stop Signal Task Database: .../Participant_Data/BIDSdat/derivatives/preprocessed/beh/summary_task-sst_long.tsv
2. Select block if 'go_error' and 'go_missed' add to 12 ","0, Block 1 | 1, Block 2 | 2, Block 3 | 3, Block 4",,,,,,"[sst_sum_check] = '1'",,,,,,
sst_rhmodel_check,stop_signal_task,,checkbox,"Check the assumption in Stop Signal Task Database: .../Participant_Data/BIDSdat/derivatives/preprocessed/beh/summary_task-sst_blockslong.tsv

Not all participants will have all conditions. For the conditions that do exist, mark the conditions (from column 'condition') where the column 'racehorse_check' = 1.
","0, hED_lPort | 1, hED_sPort | 2, lED_lPart | 3, lED_sPort",,,,,,"[sst_sum_check] = '1'",y,,,,,
fmri_complete,fmri_data,,radio,"fMRI Completed?","1, Yes | 0, No",,,,,,,,,,,,
fmri_visit,fmri_data,,radio,"fMRI Completed at Visit 7?","1, Yes | 0, No",,,,,,"[fmri_complete] = '1'",y,,,,,"fmri task completed on visit 7?"
fmri_dif_visit,fmri_data,,text,"fMRI Visit Number",,,,,,,"[fmri_visit]='0' AND [fmri_complete] = '1'",,,,,,"if not visit 7, when was fMRI task completed"
fmri_dif_date,fmri_data,,text,"fMRI Visit Date",,,date_mdy,,,,"[fmri_visit]='0' AND [fmri_complete] = '1'",y,,,,,"fmri task date"
fmri_visit_age,fmri_data,,calc,"fMRI Visit Age","if([fmri_visit]='1', [v7_age], round(datediff([fmri_dif_date], [ch_dob], ""y""),2))",,,,,,"[fmri_complete] = '1'",,,,,,"child age during fmri visit"
fmri_diff_covid_protocol,fmri_data,,radio,"fMRI visit was completed using protocols from:","0, Before COVID-19 | 1, After COVID-19",,,,,,"[fmri_complete] = '1'",y,,,,,"covid protocol used during fmri visit"
fmri_saved_cloud,fmri_data,,radio,"1) E-Prime Files Saved to OneDrive

Save to: Save to: .../Participant_Data/untouchedRaw/fMRITask_Raw/","0, Incomplete | 1, Complete",,,,,,"[fmri_complete] = '1'",y,,,,,"fmri task files saved to one drive"
fmri_raweprime_check,fmri_data,,checkbox,"Confirm these files have been added to the directory: fMRITask_Raw
*edat files can be edat2 or edat3","0, 000_R01_V(AorB)_allProc-XXX-1.edat2 | 1, 000_R01_V(AorB)_allProc-XXX-1.txt",,,,,,[fmri_saved_cloud]='1',y,,,,,"existing fmri task files"
fmri_raweprime_miss,fmri_data,,descriptive,"E-Prime files that are missing:
[fmri_raweprime_check:unchecked]",,,,,,,"sum([gng_raweprime_check_v2(0)], [gng_raweprime_check_v2(1)], [gng_raweprime_check_v2(2)], [gng_raweprime_check_v2(3)]) < 4 AND [gng_saved_cloud_v2]='1'",,,,,,"missing go-no go task files"
fmri_raweprime_notes,fmri_data,,notes,"Missing files notes:

Email lead RA/grad student regarding missing files",,,,,,,"(sum([fmri_raweprime_check(0)], [fmri_raweprime_check(1)]) < 2 OR [fmri_raweprime_notes]<>'') AND [fmri_saved_cloud]='1'",y,,,,,"missing fmri task file notes"
fmri_raweprime_resolve,fmri_data,,radio,"Resolve missing raw E-Prime files (to be determined by lead RA/grad student):","0, Unresolved | 1, Resolved",,,,,,"(sum([fmri_raweprime_check(0)], [fmri_raweprime_check(1)]) < 2 OR [fmri_raweprime_notes]<>'') AND [fmri_saved_cloud]='1'",y,,,,,"missing fmri task files resolved"
fmri_raw_check,fmri_data,,radio,"2) Check Participant Responses in E-Prime
Did participant respond in a way consistent with task?
-most items have a response (a few missing is ok)
-did not only respond using the same button (all one value in responses)","0, Incomplete (responses have not been checked yet) | 1, Consistent Responses | 2, Inconsistent or Errors",,,,,,"sum([fmri_raweprime_check(0)], [fmri_raweprime_check(1)]) = 2 OR [fmri_raweprime_resolve]='1'",y,,,,,"fmri task responses checked"
fmri_raw_issues,fmri_data,,notes,"Detail Issues with fMRI Raw Task Data

Email lead RA/grad student regarding issues",,,,,,,"[fmri_raw_check] = '2' OR [fmri_raw_issues]<>''",y,,,,,"fmri task participant response issues"
fmri_raw_issue_resolved,fmri_data,,radio,"Issues with fMRI Raw Task Data (to be determined by lead RA/grad student):","0, Unresolved | 1, Resolved",,,,,,"[fmri_raw_check] = '2' OR [fmri_raw_issues]<>''",y,,,,,"fmri task participant response issues resolved"
fmri_export_txt,fmri_data,,yesno,"3) E-Prime Task File Exported to .txt file.

File Naming: fMRI_versionAB_Raw_parID-session.txt
Example: fMRI_A_Raw_001-1.txt

**participant ID must have leading zeros so that there are always 3 numbers

Save to: .../Participant_Data/untouchedRaw/fmriTask_Raw/",,,,,,,"[fmri_raw_check]='1' OR [fmri_raw_issue_resolved]='1'",y,,,,,"fmri task files converted to .txt"
fmri_org_script,fmri_data,,radio,"4) Run fmriTask_DataOrg.py to organize raw data into BIDS format

In terminal: 
cd .../Participant_Data/orgRaw_scripts/
python3 fmriTask_DataOrg.py

Note: this will process all available participants so only needs to be run once per batch
","0, Incomplete | 1, Complete | 2, Error | 3, File not yet on ROAR",,,,,,"([fmri_raweprime_resolve]='1' OR (sum([fmri_raweprime_check(0)], [fmri_raweprime_check(1)]) = 2)) AND [fmri_export_txt] = '1'",y,,,,,"fmri task files organized into BIDS format"
fmri_org_error,fmri_data,,notes,"fmriTask_DataOrg.py Error:

Email lead RA/grad student with exact error message",,,,,,,"[fmri_org_script]='2' OR [fmri_org_error]<>''",y,,,,,"errors with BIDS org of fmri task files"
fmri_org_resolved,fmri_data,,radio,"fmriTask_DataOrg.py Error (to be determined by lead RA/grad student):
","0, Unresolved | 1, Resolved",,,,,,"([fmri_org_script]='2' OR [fmri_org_error]<>'') AND [fmri_export_txt] = '1'",y,,,,,"errors with BIDS org of frmi task files resolved"
fmri_rawbids_check,fmri_data,,checkbox,"Confirm this file has been added to the BIDS directory under: BIDSdat/raw_data/sub-XXX/ses-X/beh/","0, sub-XXX_ses-1_task-fmritask_events.tsv",,,,,,"[fmri_org_script]='1' OR [fmri_org_resolved]='1'",,,,,,"BIDS organized frmi task files that exist"
fmri_rawbids_miss,fmri_data,,descriptive,"Raw BIDS formatted file is missing:
[fmri_rawbids_check:unchecked]",,,,,,,"[fmri_rawbids_check(0)]<>'1' AND [fmri_org_script]='1'",,,,,,"missing BIDS organized fmri task files"
fmri_rawbids_notes,fmri_data,,notes,"Missing file notes:

Email lead RA/grad student regarding missing file",,,,,,,"([fmri_rawbids_check(0)]<>'1' AND ([fmri_org_script]='1' OR [fmri_org_resolved]='1')) OR (([fmri_org_script]='1' OR [fmri_org_resolved]='1') AND [fmri_rawbids_notes]<>'')",y,,,,,"missing BIDS org fmri task files notes"
gng_rawbids_resolve_v2,fmri_data,,radio,"Resolve missing raw BIDS file (to be determined by lead RA/grad student):","0, Unresolved | 1, Resolved",,,,,,"([fmri_rawbids_check(0)]<>'1' OR [fmri_rawbids_notes]<>'') AND ([fmri_org_script]='1' OR [fmri_org_resolved]='1')",y,,,,,"missing BIDS org go-no go files resolved"
fmri_sum_script,fmri_data,,radio,"5) Run GNG_WF.py to add summary data to fMRI Task database and get onset files

In terminal: 
cd .../Participant_Data/BIDSdat/code/
python3 fmriTask_WF.py -p #

Example - to process data for participant 001: python3 fmriTask_WF.py -p 1","0, Incomplete | 1, Complete (e.g., ""[Node] Finished"") | 2, Error (e.g., ""RuntimeError: Workflow did not execute cleanly. Check log for details"")",,,,,,[fmri_rawbids_check(0)]='1',y,,,,,"fmri task data processed"
fmri_sum_error,fmri_data,,notes,"fmriTask_WF.py Error:

Email lead RA/ grad student with exact error message",,,,,,,"[fmri_sum_script]='2' or [fmri_sum_error]<>''",y,,,,,"errors processing fmri task data"
fmri_sum_resolved,fmri_data,,radio,"fmriTask_WF.py Error (to be determined by lead RA/grad student):
","0, Unresolved | 1, Resolved",,,,,,"[fmri_sum_script]='2' or [fmri_sum_error]<>''",y,,,,,"errors processing fmri task data resolved"
fmri_sum_check,fmri_data,,radio,"6) Confirm summary data has been added to the fMRI Task database.
fMRI Task Database: .../Participant_Data/BIDSdat/derivatives/preprocessed/beh/summary_task-fmri_long.tsv","0, Incomplete | 1, Complete",,,,,,"[fmri_sum_script]='1' or [fmri_sum_resolved]='1'",y,,,,,"confirmation of fmri summary data"
